"sample_id","year","water_body","species_name","age_otolith","tl_mm","weight_g","sex","egg_count","tl_cm"
"Loach37",2011,"Uur","spiny loach",NA,54,0.4,"",NA,5.4
"Loach38",2011,"Uur","spiny loach",NA,51,0.3,"",NA,5.1
"Loach39",2011,"Uur","spiny loach",NA,63,0.6,"",NA,6.3
"Loach4",2011,"Uur","spiny loach",NA,58,0.3,"",NA,5.8
"Loach40",2011,"Uur","spiny loach",NA,57,0.4,"",NA,5.7
"Loach42",2011,"Hovsgol","spiny loach",NA,70,1.4,"",NA,7
"Loach43",2011,"Hovsgol","spiny loach",NA,71,1.5,"",NA,7.1
"Loach44",2011,"Hovsgol","spiny loach",NA,68,1.3,"",NA,6.8
"Loach45",2011,"Hovsgol","spiny loach",NA,48,0.5,"",NA,4.8
"Loach46",2011,"Hovsgol","spiny loach",NA,96,3,"",NA,9.6
"Loach47",2011,"Hovsgol","spiny loach",NA,77,1.5,"",NA,7.7
"Loach48",2011,"Hovsgol","spiny loach",NA,110,5,"",NA,11
"Loach49",2011,"Hovsgol","spiny loach",NA,101,3.8,"",NA,10.1
"Loach5",2011,"Uur","spiny loach",NA,80,1.1,"",NA,8
"Loach50",2011,"Hovsgol","spiny loach",NA,75,1.3,"",NA,7.5
"Loach51",2011,"Hovsgol","spiny loach",NA,114,5.6,"",NA,11.4
"Loach52",2011,"Hovsgol","spiny loach",NA,80,1.7,"",NA,8
"Loach53",2011,"Hovsgol","spiny loach",NA,71,1.3,"",NA,7.1
"Loach54",2011,"Hovsgol","spiny loach",NA,75,1.6,"",NA,7.5
"Loach55",2011,"Hovsgol","spiny loach",NA,76,1.7,"",NA,7.6
"Loach56",2011,"Hovsgol","spiny loach",NA,65,0.9,"",NA,6.5
"Loach57",2011,"Hovsgol","spiny loach",NA,74,1.3,"",NA,7.4
"Loach58",2011,"Hovsgol","spiny loach",NA,32,0.1,"",NA,3.2
"Loach59",2011,"Hovsgol","spiny loach",NA,47,0.2,"",NA,4.7
"Loach60",2011,"Hovsgol","spiny loach",NA,39,0.2,"",NA,3.9
"Loach61",2011,"Hovsgol","spiny loach",NA,41,0.3,"",NA,4.1
"Loach62",2011,"Hovsgol","spiny loach",NA,45,0.4,"",NA,4.5
"P1001",2012,"Hovsgol","perch",NA,260,229.4,"",NA,26
"P1002",2012,"Hovsgol","perch",NA,209,118.2,"",NA,20.9
"P1003",2012,"Hovsgol","perch",NA,346,612,"",NA,34.6
"P1007",2012,"Hovsgol","perch",NA,382,810,"",NA,38.2
"P1008",2012,"Hovsgol","perch",NA,276,220,"",NA,27.6
"P2",2011,"Hovsgol","perch",NA,392,925,"",NA,39.2
"P3",2011,"Hovsgol","perch",NA,352,594,"",NA,35.2
"P4",2011,"Hovsgol","perch",NA,369,NA,"",NA,36.9
"P5",2011,"Hovsgol","perch",NA,280,NA,"",NA,28
"P7",2011,"Hovsgol","perch",NA,268,NA,"",NA,26.8
"P8",2011,"Hovsgol","perch",NA,250,NA,"",NA,25
"Perch3",2011,"Hovsgol","perch",NA,352,594,"",NA,35.2
"Ph1-M",2011,"Uur","Phoxinus",NA,87,3.9,"",NA,8.7
"Ph10-M",2011,"Uur","Phoxinus",NA,74,2.3,"",NA,7.4
"Ph11",2011,"Uur","Phoxinus",NA,80,2.6,"",NA,8
"Ph12",2011,"Uur","Phoxinus",NA,73,2.2,"",NA,7.3
"Ph13",2011,"Uur","Phoxinus",NA,75,2.4,"",NA,7.5
"Ph14",2011,"Uur","Phoxinus",NA,76,2.4,"",NA,7.6
"Ph15",2011,"Uur","Phoxinus",NA,75,2.3,"",NA,7.5
"Ph16",2011,"Uur","Phoxinus",NA,79,2.5,"",NA,7.9
"Ph17",2011,"Uur","Phoxinus",NA,77,2.7,"",NA,7.7
"Ph18",2011,"Uur","Phoxinus",NA,74,2.2,"",NA,7.4
"Ph19",2011,"Uur","Phoxinus",NA,77,2.2,"",NA,7.7
"Ph2-M",2011,"Uur","Phoxinus",NA,80,1.7,"",NA,8
"Ph20",2011,"Uur","Phoxinus",NA,80,2.7,"",NA,8
"Ph21",2011,"Uur","Phoxinus",NA,79,2.7,"",NA,7.9
"Ph22",2011,"Uur","Phoxinus",NA,80,2.8,"",NA,8
"Ph23",2011,"Uur","Phoxinus",NA,83,3.5,"",NA,8.3
"Ph24",2011,"Uur","Phoxinus",NA,79,2.5,"",NA,7.9
"Ph25",2011,"Uur","Phoxinus",NA,73,2.6,"",NA,7.3
"Ph26",2011,"Uur","Phoxinus",NA,74,1.9,"",NA,7.4
"Ph27",2011,"Uur","Phoxinus",NA,72,2.2,"",NA,7.2
"Ph28",2011,"Uur","Phoxinus",NA,72,2.1,"",NA,7.2
"Ph29",2011,"Uur","Phoxinus",NA,79,2.8,"",NA,7.9
"Ph3-M",2011,"Uur","Phoxinus",NA,84,1.9,"",NA,8.4
"Ph30",2011,"Uur","Phoxinus",NA,74,2,"",NA,7.4
"Ph4-M",2011,"Uur","Phoxinus",NA,78,2.5,"",NA,7.8
"Ph43",2011,"Uur","Phoxinus",NA,57,0.8,"",NA,5.7
"Ph44",2011,"Uur","Phoxinus",NA,56,0.9,"",NA,5.6
"Ph45",2011,"Uur","Phoxinus",NA,56,0.8,"",NA,5.6
"Ph47",2011,"Eg","Phoxinus",NA,51,1.3,"",NA,5.1
"Ph48",2011,"Eg","Phoxinus",NA,56,1.7,"",NA,5.6
"Ph49",2011,"Eg","Phoxinus",NA,63,2.3,"",NA,6.3
"Ph5-M",2011,"Uur","Phoxinus",NA,82,3.2,"",NA,8.2
"Ph50",2011,"Eg","Phoxinus",NA,57,2,"",NA,5.7
"Ph52",2011,"Eg","Phoxinus",NA,46,0.6,"",NA,4.6
"Ph53",2011,"Eg","Phoxinus",NA,42,0.6,"",NA,4.2
"Ph54",2011,"Eg","Phoxinus",NA,52,1.3,"",NA,5.2
"Ph55",2011,"Eg","Phoxinus",NA,31,0.2,"",NA,3.1
"Ph56",2011,"Eg","Phoxinus",NA,42,0.6,"",NA,4.2
"Ph57",2011,"Eg","Phoxinus",NA,39,0.5,"",NA,3.9
"Phox6-M",2011,"Uur","Phoxinus",NA,88,3.4,"",NA,8.8
"Phox7-M",2011,"Uur","Phoxinus",NA,81,2.6,"",NA,8.1
"Phox72",2011,"Hovsgol","Phoxinus",NA,40,0.4,"",NA,4
"Phox74",2011,"Hovsgol","Phoxinus",NA,52,0.8,"",NA,5.2
"Phox8-M",2011,"Uur","Phoxinus",NA,70,2,"",NA,7
"Phox9-M",2011,"Uur","Phoxinus",NA,77,2.5,"",NA,7.7
"PP1001",2012,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"PP1002",2012,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"PP1003",2012,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"PP1004",2012,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"PP1005",2012,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"PP1006",2012,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"PP1007",2012,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"PP1008",2012,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"PP1009",2012,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"PP1010",2012,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"PP1011",2012,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"PP1012",2012,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"PP1013",2012,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"PP1014",2012,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"PP1015",2012,"Uur","Phoxinus",NA,NA,NA,"",NA,NA
"PP2008",2013,"Hovsgol","Phoxinus",NA,75.5,3,"",NA,7.55
"PP2009",2013,"Hovsgol","Phoxinus",NA,77,4,"",NA,7.7
"PP2011",2013,"Hovsgol","Phoxinus",NA,67,2,"",NA,6.7
"PP2012",2013,"Hovsgol","Phoxinus",NA,65,3,"",NA,6.5
"PP2013",2013,"Hovsgol","Phoxinus",NA,76,4,"",NA,7.6
"R11",2011,"Hovsgol","roach",NA,323,382,"",NA,32.3
"R14",2011,"Hovsgol","roach",NA,261,196,"",NA,26.1
"RR1001",2012,"Hovsgol","roach",NA,265,206,"",NA,26.5
"RR1002",2012,"Hovsgol","roach",NA,257,182,"",NA,25.7
"RR1003",2012,"Hovsgol","roach",NA,218,94,"",NA,21.8
"RR1014",2012,"Hovsgol","roach",NA,251,164,"",NA,25.1
"RR1015",2012,"Hovsgol","roach",NA,227,108,"",NA,22.7
"RR1016",2012,"Hovsgol","roach",NA,211,82,"",NA,21.1
"RR2001",2013,"Hovsgol","roach",NA,230,121,"",NA,23
"RR2002",2013,"Hovsgol","roach",NA,235,136,"",NA,23.5
"RR2003",2013,"Hovsgol","roach",NA,215,94,"",NA,21.5
"RR2004",2013,"Hovsgol","roach",NA,198,70,"",NA,19.8
"RR2005",2013,"Hovsgol","roach",NA,195,59,"",NA,19.5
"SpLo42",2011,"Hovsgol","spiny loach",NA,70,1.4,"",NA,7
"SpLo43",2011,"Hovsgol","spiny loach",NA,71,1.5,"",NA,7.1
"SpLo44",2011,"Hovsgol","spiny loach",NA,68,1.3,"",NA,6.8
"SpLo45",2011,"Hovsgol","spiny loach",NA,48,0.5,"",NA,4.8
"SpLo48",2011,"Hovsgol","spiny loach",NA,110,5,"",NA,11
"SpLo49",2011,"Hovsgol","spiny loach",NA,101,3.8,"",NA,10.1
"SpLo50",2011,"Hovsgol","spiny loach",NA,75,1.3,"",NA,7.5
"SpLo51",2011,"Hovsgol","spiny loach",NA,114,5.6,"",NA,11.4
"SpLo52",2011,"Hovsgol","spiny loach",NA,80,1.7,"",NA,8
"SpLo53",2011,"Hovsgol","spiny loach",NA,71,1.3,"",NA,7.1
"SpLo54",2011,"Hovsgol","spiny loach",NA,75,1.6,"",NA,7.5
"T01",2011,"Uur","taimen",NA,559,NA,"",NA,55.9
"T2003",2013,"Eg","taimen",NA,700,3000,"",NA,70
"T4",2012,"","taimen",NA,NA,NA,"",NA,NA
