"sample_id","year","water_body","species_name","age_otolith","tl_mm","weight_g","sex","egg_count","tl_cm"
"HV 97",2006,"Hovsgol","roach",NA,305,265,"M",NA,30.5
"HV 100",2006,"Hovsgol","roach",NA,306,295,"M",NA,30.6
"HV 102",2006,"Hovsgol","perch",NA,347,510,"M",NA,34.7
"HV 93",2006,"Hovsgol","lenok",NA,320,360,"M",NA,32
"T2001",2013,"Eg","taimen",NA,735,3400,"M",NA,73.5
"G80",2011,"Hovsgol","grayling-Hovsgol",NA,259,148,"M",NA,25.9
"LE2043",2013,"Hovsgol","lenok",NA,360,406,"M",NA,36
"HV 62",2006,"Hovsgol","perch",NA,313,315,"M",NA,31.3
"G179",2011,"Hovsgol","grayling-Hovsgol",NA,288,167,"M",NA,28.8
"G182",2011,"Hovsgol","grayling-Hovsgol",NA,218,67,"M",NA,21.8
"G183",2011,"Hovsgol","grayling-Hovsgol",NA,265,129,"M",NA,26.5
"G184",2011,"Hovsgol","grayling-Hovsgol",NA,254,79,"M",NA,25.4
"G187",2011,"Hovsgol","grayling-unknown",NA,328,285,"M",NA,32.8
"G188",2011,"Hovsgol","grayling-unknown",NA,269,132,"M",NA,26.9
"G189",2011,"Hovsgol","grayling-unknown",NA,224,79,"M",NA,22.4
"G190",2011,"Hovsgol","grayling-unknown",NA,264,134,"M",NA,26.4
"G191",2011,"Hovsgol","grayling-unknown",NA,278,149,"M",NA,27.8
"G194",2011,"Hovsgol","grayling-unknown",NA,270,117,"M",NA,27
"G196",2011,"Hovsgol","grayling-unknown",NA,229,90,"M",NA,22.9
"G32",2011,"Eg","grayling-Arctic",2,203,70.2,"M",NA,20.3
"G33",2011,"Eg","grayling-Arctic",2,166,35,"M",NA,16.6
"G239",2011,"Hovsgol","grayling-unknown",NA,304,220,"M",NA,30.4
"G240",2011,"Hovsgol","grayling-Hovsgol",NA,334,240,"M",NA,33.4
"G77",2011,"Hovsgol","grayling-unknown",NA,332,254,"M",NA,33.2
"G84",2011,"Hovsgol","grayling-unknown",NA,279,148,"M",NA,27.9
"G86",2011,"Hovsgol","grayling-unknown",NA,280,149,"M",NA,28
"G87",2011,"Hovsgol","grayling-unknown",NA,245,129,"M",NA,24.5
"Le34",2011,"Hovsgol","lenok",NA,262,154,"M",NA,26.2
"G81",2011,"Hovsgol","grayling-Hovsgol",NA,282,171,"M",NA,28.2
"G82",2011,"Hovsgol","grayling-Arctic",NA,269,138,"M",NA,26.9
"G43",2011,"Hovsgol","grayling-unknown",NA,227,76.2,"M",NA,22.7
"G48",2011,"Hovsgol","grayling-unknown",NA,261,115.6,"M",NA,26.1
"G49",2011,"Hovsgol","grayling-unknown",NA,278,155.6,"M",NA,27.8
"G50",2011,"Hovsgol","grayling-unknown",NA,263,105.4,"M",NA,26.3
"G51",2011,"Hovsgol","grayling-unknown",NA,239,85.4,"M",NA,23.9
"G52",2011,"Hovsgol","grayling-unknown",NA,255,102.5,"M",NA,25.5
"G55",2011,"Hovsgol","grayling-unknown",NA,229,80.3,"M",NA,22.9
"G57",2011,"Hovsgol","grayling-unknown",NA,218,66.7,"M",NA,21.8
"G58",2011,"Hovsgol","grayling-unknown",NA,228,68.5,"M",NA,22.8
"G59",2011,"Hovsgol","grayling-unknown",NA,249,96.5,"M",NA,24.9
"G61",2011,"Hovsgol","grayling-unknown",NA,262,105,"M",NA,26.2
"G62",2011,"Hovsgol","grayling-unknown",NA,261,103,"M",NA,26.1
"G64",2011,"Hovsgol","grayling-unknown",NA,241,74.1,"M",NA,24.1
"G65",2011,"Hovsgol","grayling-unknown",NA,239,85.3,"M",NA,23.9
"G66",2011,"Hovsgol","grayling-unknown",NA,237,83.4,"M",NA,23.7
"G71",2011,"Hovsgol","grayling-Hovsgol",NA,278,136.4,"M",NA,27.8
"G2284",2013,"Hovsgol","grayling-Hovsgol",NA,278,116,"M",NA,27.8
"G11",2011,"Uur or Eg-Uur-DSC","grayling-Arctic",NA,298,228,"M",NA,29.8
"HV 42",2006,"Hovsgol","lenok",NA,305,230,"M",NA,30.5
"Le33",2011,"Hovsgol","lenok",NA,393,548,"M",NA,39.3
"G42",2011,"Hovsgol","grayling-unknown",NA,264,96.8,"M",NA,26.4
"B154",2009,"Hovsgol","lenok",NA,340,405,"M",NA,34
"Le04",2011,"Eg-Uur-DSC","lenok",NA,427,721,"M",NA,42.7
"G01",2011,"Uur","grayling-Arctic",NA,220,NA,"M",NA,22
"43",2009,"Hovsgol","grayling-Hovsgol",NA,281,174,"M",NA,28.1
"G21",2011,"Uur","grayling-Arctic",NA,250,142,"M",NA,25
"G24",2011,"Uur","grayling-Arctic",NA,159,31,"M",NA,15.9
"G04",2011,"Uur","grayling-Arctic",NA,233,105,"M",NA,23.3
"G07",2011,"Uur","grayling-Arctic",NA,213,74,"M",NA,21.3
"G08",2011,"Uur","grayling-Arctic",NA,223,91,"M",NA,22.3
"PP2004",2013,"Hovsgol","Phoxinus",NA,61,1.43,"M",NA,6.1
"PP2002",2013,"Hovsgol","Phoxinus",NA,75,2.74,"M",NA,7.5
"PP2003",2013,"Hovsgol","Phoxinus",NA,78,2,"M",NA,7.8
"LE2063",2013,"Hovsgol","lenok",NA,421,615,"M",NA,42.1
"G2289",2013,"Hovsgol","grayling-Hovsgol",NA,228,73,"M",NA,22.8
"G2314",2013,"Hovsgol","grayling-Hovsgol",NA,275,139,"M",NA,27.5
"G2316",2013,"Hovsgol","grayling-Hovsgol",NA,265,127,"M",NA,26.5
"G2318",2013,"Hovsgol","grayling-Hovsgol",NA,304,172,"M",NA,30.4
"G2319",2013,"Hovsgol","grayling-Hovsgol",NA,270,141,"M",NA,27
"G2320",2013,"Hovsgol","grayling-Hovsgol",NA,255,115,"M",NA,25.5
"LE2037",2013,"Hovsgol","lenok",NA,452,850,"M",NA,45.2
"G2322",2013,"Hovsgol","grayling-Hovsgol",NA,277,163,"M",NA,27.7
"G2321",2013,"Hovsgol","grayling-Hovsgol",NA,273,147,"M",NA,27.3
"RR2028",2013,"Hovsgol","roach",NA,208,83,"M",NA,20.8
"G2196",2013,"Hovsgol","grayling-Hovsgol",NA,255,88,"M",NA,25.5
"G2210",2013,"Hovsgol","grayling-unknown",NA,254,89,"M",NA,25.4
"RR2026",2013,"Hovsgol","roach",NA,210,85,"M",NA,21
"HV 27",2006,"Hovsgol","grayling-unknown",NA,268,151,"M",NA,26.8
"HV 12",2006,"Hovsgol","burbot",NA,570,1110,"M",NA,57
"HV 13",2006,"Hovsgol","burbot",NA,590,1290,"M",NA,59
"HV 14",2006,"Hovsgol","lenok",NA,453,830,"M",NA,45.3
"HV 20",2006,"Hovsgol","grayling-unknown",NA,334,280,"M",NA,33.4
"HV 21",2006,"Hovsgol","grayling-unknown",NA,270,180,"M",NA,27
"HV 22",2006,"Hovsgol","grayling-unknown",NA,225,75,"M",NA,22.5
"HV 25",2006,"Hovsgol","roach",NA,289,270,"M",NA,28.9
"B062",2009,"Hovsgol","lenok",NA,482,1012,"M",NA,48.2
"B063",2009,"Hovsgol","lenok",NA,429,749,"M",NA,42.9
"B064",2009,"Hovsgol","lenok",NA,465,1010,"M",NA,46.5
"B068",2009,"Hovsgol","lenok",NA,444,790,"M",NA,44.4
"B071",2009,"Hovsgol","lenok",NA,425,800,"M",NA,42.5
"B075",2009,"Hovsgol","perch",NA,368,720,"M",NA,36.8
"G94",2011,"Hovsgol","grayling-unknown",NA,244,79.7,"M",NA,24.4
"G95",2011,"Hovsgol","grayling-unknown",NA,247,113.1,"M",NA,24.7
"G96",2011,"Hovsgol","grayling-unknown",NA,278,246.7,"M",NA,27.8
"G97",2011,"Hovsgol","grayling-unknown",NA,256,124.1,"M",NA,25.6
"LL2017",2013,"Hovsgol","burbot",NA,470,720,"M",NA,47
"HV 6",2006,"Hovsgol","burbot",NA,540,900,"M",NA,54
"G111",2011,"Hovsgol","grayling-unknown",NA,287,168,"M",NA,28.7
"G233",2011,"Hovsgol","grayling-Hovsgol",NA,338,270,"M",NA,33.8
"G245",2011,"Hovsgol","grayling-unknown",NA,261,112,"M",NA,26.1
"RR2006",2013,"Hovsgol","roach",NA,226,118,"M",NA,22.6
"RR2007",2013,"Hovsgol","roach",NA,233,130,"M",NA,23.3
"RR2008",2013,"Hovsgol","roach",NA,233,139,"M",NA,23.3
"RR2009",2013,"Hovsgol","roach",NA,206,85,"M",NA,20.6
"P2002",2013,"Hovsgol","perch",NA,294,290,"M",NA,29.4
"G14",2011,"Eg-Uur-DSC","grayling-Arctic",NA,269,162,"M",NA,26.9
"142",2009,"Hovsgol","grayling-Hovsgol",NA,341,284,"M",NA,34.1
"G1144",2012,"Eg-near Hovsgol","grayling-unknown",NA,230,NA,"M",NA,23
"G12",2011,"Uur or Eg-Uur-DSC","grayling-Arctic",NA,328,302,"M",NA,32.8
"59",2009,"Hovsgol","grayling-unknown",NA,275,155,"M",NA,27.5
"G2126",2013,"Hovsgol","grayling-Hovsgol",NA,238,100,"M",NA,23.8
"G2313",2013,"Hovsgol","grayling-Hovsgol",NA,234,83,"M",NA,23.4
"B131",2009,"Hovsgol","perch",NA,419,1160,"M",NA,41.9
"G2149",2013,"Hovsgol","grayling-Hovsgol",NA,290,162,"M",NA,29
"L1182",2012,"Hovsgol","lenok",NA,432,778,"M",NA,43.2
"G2190",2013,"Hovsgol","grayling-unknown",NA,245,82,"M",NA,24.5
"G176",2011,"Hovsgol","grayling-Hovsgol",NA,268,190,"M",NA,26.8
"Le18-Eg",2011,"Eg","lenok",NA,493,1198,"M",NA,49.3
"G123a",2011,"Hovsgol","grayling-unknown",NA,358,325,"M",NA,35.8
"G1199",2012,"Hovsgol","grayling-unknown",NA,220,59,"M",NA,22
"HV 68",2006,"Hovsgol","roach",NA,325,325,"M",NA,32.5
"G234",2011,"Hovsgol","grayling-Hovsgol",NA,289,165,"M",NA,28.9
"G247",2011,"Hovsgol","grayling-unknown",NA,238,110,"M",NA,23.8
"G248",2011,"Hovsgol","grayling-unknown",NA,244,115,"M",NA,24.4
"Le10",2011,"Uur","lenok",NA,373,469,"M",NA,37.3
"Le11",2011,"Uur","lenok",NA,273,199,"M",NA,27.3
"Le12",2011,"Uur","lenok",NA,377,522,"M",NA,37.7
"Le13",2011,"Uur","lenok",NA,235,112,"M",NA,23.5
"Le14",2011,"Uur","lenok",NA,333,303,"M",NA,33.3
"Le15",2011,"Uur","lenok",NA,424,639,"M",NA,42.4
"Le17",2011,"Uur","lenok",NA,233,105,"M",NA,23.3
"Le05",2011,"Eg","lenok",NA,521,1082,"M",NA,52.1
"Le06",2011,"Eg","lenok",NA,565,1702,"M",NA,56.5
"Le08",2011,"Eg","lenok",NA,450,818,"M",NA,45
"Le19",2011,"Eg","lenok",NA,401,511,"M",NA,40.1
"Le21",2011,"Eg","lenok",NA,569,1527,"M",NA,56.9
"Le23",2011,"Eg","lenok",NA,384,527,"M",NA,38.4
"Le26",2011,"Eg","lenok",NA,359,348,"M",NA,35.9
"Le27",2011,"Eg","lenok",NA,382,432,"M",NA,38.2
"Le28",2011,"Eg","lenok",NA,372,423,"M",NA,37.2
"Le29",2011,"Eg","lenok",NA,347,335,"M",NA,34.7
"G2230",2013,"Hovsgol","grayling-unknown",NA,282,159.6,"M",NA,28.2
"RR2023",2013,"Hovsgol","roach",NA,208,86,"M",NA,20.8
"RR2024",2013,"Hovsgol","roach",NA,238,147,"M",NA,23.8
"G249",2011,"Hovsgol","grayling-Hovsgol",NA,266,106,"M",NA,26.6
"G242",2011,"Hovsgol","grayling-unknown",NA,251,110,"M",NA,25.1
"G251",2011,"Hovsgol","grayling-unknown",NA,271,122,"M",NA,27.1
"L1177",2012,"Hovsgol","lenok",NA,373,NA,"M",NA,37.3
"G2256",2013,"Hovsgol","grayling-unknown",NA,174,NA,"M",NA,17.4
"G2255",2013,"Hovsgol","grayling-unknown",NA,194,NA,"M",NA,19.4
"LE2032",2013,"Hovsgol","lenok",NA,485,NA,"M",NA,48.5
"G250",2011,"Hovsgol","grayling-unknown",NA,248,99,"M",NA,24.8
"HV 11",2006,"Hovsgol","burbot",NA,620,NA,"M",NA,62
"G98",2011,"Hovsgol","grayling-unknown",NA,258,101,"M",NA,25.8
"Le31",2011,"Eg","lenok",NA,379,NA,"M",NA,37.9
"2009-U137",2009,"Hovsgol","grayling-Hovsgol",NA,258,120,"M",NA,25.8
"G1145",2012,"Eg-near Hovsgol","grayling-Arctic",2,150,28.5,"M",NA,15
"G1344",2012,"Hovsgol","grayling-Hovsgol",4,203,57.8,"M",NA,20.3
"G1362",2012,"Hovsgol","grayling-Hovsgol",5,195,49.7,"M",NA,19.5
"L1111",2012,"Uur","lenok",9,530,1120,"M",NA,53
"14",2009,"Hovsgol","grayling-unknown",NA,254,103,"M",NA,25.4
"15",2009,"Hovsgol","grayling-unknown",NA,252,105,"M",NA,25.2
"16",2009,"Hovsgol","grayling-unknown",NA,282,172,"M",NA,28.2
"19",2009,"Hovsgol","grayling-unknown",NA,226,83,"M",NA,22.6
"20",2009,"Hovsgol","grayling-unknown",NA,264,119,"M",NA,26.4
"21",2009,"Hovsgol","grayling-unknown",NA,311,222,"M",NA,31.1
"23",2009,"Hovsgol","grayling-unknown",NA,344,359,"M",NA,34.4
"25",2009,"Hovsgol","grayling-unknown",NA,286,187,"M",NA,28.6
"26",2009,"Hovsgol","grayling-unknown",NA,385,419,"M",NA,38.5
"28",2009,"Hovsgol","grayling-unknown",NA,255,109,"M",NA,25.5
"30",2009,"Hovsgol","grayling-unknown",NA,235,84,"M",NA,23.5
"31",2009,"Hovsgol","grayling-unknown",NA,375,420,"M",NA,37.5
"33",2009,"Hovsgol","grayling-unknown",NA,266,122,"M",NA,26.6
"45",2009,"Hovsgol","grayling-unknown",NA,337,300,"M",NA,33.7
"46",2009,"Hovsgol","grayling-unknown",NA,268,141,"M",NA,26.8
"48",2009,"Hovsgol","grayling-unknown",NA,285,164,"M",NA,28.5
"49",2009,"Hovsgol","grayling-unknown",NA,261,112,"M",NA,26.1
"50",2009,"Hovsgol","grayling-unknown",NA,265,138,"M",NA,26.5
"51",2009,"Hovsgol","grayling-unknown",NA,265,128,"M",NA,26.5
"52",2009,"Hovsgol","grayling-unknown",NA,262,132,"M",NA,26.2
"53",2009,"Hovsgol","grayling-unknown",NA,322,255,"M",NA,32.2
"54",2009,"Hovsgol","grayling-unknown",NA,269,128,"M",NA,26.9
"55",2009,"Hovsgol","grayling-unknown",NA,263,126,"M",NA,26.3
"57",2009,"Hovsgol","grayling-unknown",NA,293,194,"M",NA,29.3
"60",2009,"Hovsgol","grayling-unknown",NA,251,122,"M",NA,25.1
"61",2009,"Hovsgol","grayling-unknown",NA,295,182,"M",NA,29.5
"62",2009,"Hovsgol","grayling-unknown",NA,300,208,"M",NA,30
"78",2009,"Hovsgol","grayling-unknown",NA,205,62,"M",NA,20.5
"85",2009,"Hovsgol","grayling-unknown",NA,242,85,"M",NA,24.2
"95",2009,"Hovsgol","grayling-unknown",NA,138,21.3,"M",NA,13.8
"96",2009,"Hovsgol","grayling-unknown",NA,132,16,"M",NA,13.2
"98",2009,"Hovsgol","grayling-unknown",NA,260,106,"M",NA,26
"101",2009,"Hovsgol","grayling-unknown",NA,224,78,"M",NA,22.4
"103",2009,"Hovsgol","grayling-unknown",NA,299,210,"M",NA,29.9
"105",2009,"Hovsgol","grayling-unknown",NA,252,111,"M",NA,25.2
"106",2009,"Hovsgol","grayling-unknown",NA,254,99,"M",NA,25.4
"120",2009,"Hovsgol","grayling-unknown",NA,209,58.5,"M",NA,20.9
"146",2009,"Hovsgol","grayling-unknown",NA,270,138,"M",NA,27
"148",2009,"Hovsgol","grayling-unknown",NA,225,78,"M",NA,22.5
"150",2009,"Hovsgol","grayling-unknown",NA,296,165,"M",NA,29.6
"151",2009,"Hovsgol","grayling-unknown",NA,280,154,"M",NA,28
"153",2009,"Hovsgol","grayling-unknown",NA,290,178,"M",NA,29
"155",2009,"Hovsgol","grayling-unknown",NA,292,158,"M",NA,29.2
"158",2009,"Hovsgol","grayling-unknown",NA,286,160,"M",NA,28.6
"222",2009,"Hovsgol","grayling-unknown",NA,252,102,"M",NA,25.2
"2009-U134",2009,"Hovsgol","burbot",NA,580,1230,"M",NA,58
"2009-U139",2009,"Hovsgol","grayling-unknown",NA,NA,NA,"M",NA,NA
"2009-U141",2009,"Hovsgol","grayling-unknown",NA,NA,NA,"M",NA,NA
"B003",2009,"Hovsgol","burbot",NA,781,4195.7,"M",NA,78.1
"B004",2009,"Hovsgol","burbot",NA,766,3098,"M",NA,76.6
"B006",2009,"Hovsgol","burbot",NA,854,4252,"M",NA,85.4
"B016",2009,"Hovsgol","lenok",NA,246,130,"M",NA,24.6
"B017",2009,"Hovsgol","lenok",NA,298,220,"M",NA,29.8
"B018",2009,"Hovsgol","lenok",NA,362,440,"M",NA,36.2
"B021",2009,"Hovsgol","lenok",NA,394,532,"M",NA,39.4
"B022",2009,"Hovsgol","lenok",NA,394,540,"M",NA,39.4
"B023",2009,"Hovsgol","lenok",NA,281,183,"M",NA,28.1
"B024",2009,"Hovsgol","lenok",NA,265,148,"M",NA,26.5
"B031",2009,"Hovsgol","roach",NA,335,368,"M",NA,33.5
"B033",2009,"Hovsgol","burbot",NA,441,450,"M",NA,44.1
"B048",2009,"Hovsgol","roach",NA,290,270,"M",NA,29
"B054",2009,"Hovsgol","lenok",NA,533,1201,"M",NA,53.3
"B120",2009,"Hovsgol","burbot",NA,695,2450,"M",NA,69.5
"B121",2009,"Hovsgol","burbot",NA,710,2475,"M",NA,71
"B157",2009,"Hovsgol","burbot",NA,590,1550,"M",NA,59
"B161",2009,"Hovsgol","burbot",NA,368,442,"M",NA,36.8
"B162",2009,"Hovsgol","burbot",NA,427,723,"M",NA,42.7
"B165",2009,"Hovsgol","lenok",NA,426,750,"M",NA,42.6
"B169",2009,"Hovsgol","lenok",NA,420,730,"M",NA,42
"B174",2009,"Hovsgol","lenok",NA,401,501,"M",NA,40.1
"B176",2009,"Hovsgol","lenok",NA,445,803,"M",NA,44.5
"B180",2009,"Hovsgol","burbot",NA,490,670,"M",NA,49
"B182",2009,"Hovsgol","lenok",NA,390,460,"M",NA,39
"B184",2009,"Hovsgol","lenok",NA,535,1345,"M",NA,53.5
"B188",2009,"Hovsgol","perch",NA,295,370,"M",NA,29.5
"B189",2009,"Hovsgol","perch",NA,304,385,"M",NA,30.4
"G01-M",2011,"Uur","grayling-Arctic",NA,220,NA,"M",NA,22
"G101",2011,"Hovsgol","grayling-unknown",NA,219,77.3,"M",NA,21.9
"G104",2011,"Hovsgol","grayling-unknown",NA,249,112.8,"M",NA,24.9
"G1077",2012,"Eg","grayling-Arctic",NA,271,170.4,"M",NA,27.1
"G108",2011,"Hovsgol","grayling-unknown",NA,260,118,"M",NA,26
"G109",2011,"Hovsgol","grayling-unknown",NA,NA,120.1,"M",NA,NA
"G110",2011,"Hovsgol","grayling-unknown",NA,265,128,"M",NA,26.5
"G1128",2012,"Eg-near Hovsgol","grayling-Arctic",NA,252,139.4,"M",NA,25.2
"G1130",2012,"Eg-near Hovsgol","grayling-unknown",NA,230,103.2,"M",NA,23
"G1136",2012,"Eg-near Hovsgol","grayling-unknown",NA,220,90.3,"M",NA,22
"G1137",2012,"Eg-near Hovsgol","grayling-unknown",NA,244,141.2,"M",NA,24.4
"G114",2011,"Hovsgol","grayling-unknown",NA,275,138,"M",NA,27.5
"G1140",2012,"Eg-near Hovsgol","grayling-Arctic",NA,278,205.7,"M",NA,27.8
"G1141",2012,"Eg-near Hovsgol","grayling-unknown",NA,248,152.4,"M",NA,24.8
"G1142",2012,"Eg-near Hovsgol","grayling-unknown",NA,237,118.2,"M",NA,23.7
"G1147",2012,"Eg-near Hovsgol","grayling-unknown",NA,223,95.7,"M",NA,22.3
"G115",2011,"Hovsgol","grayling-unknown",NA,262,113,"M",NA,26.2
"G1151",2012,"Eg-near Hovsgol","grayling-unknown",NA,132,19.1,"M",NA,13.2
"G1152",2012,"Eg-near Hovsgol","grayling-unknown",NA,216,85.1,"M",NA,21.6
"G1154",2012,"Eg-near Hovsgol","grayling-unknown",NA,220,82.1,"M",NA,22
"G1157",2012,"Hovsgol","grayling-Hovsgol",NA,238,72,"M",NA,23.8
"G1158",2012,"Hovsgol","grayling-Hovsgol",NA,254,92,"M",NA,25.4
"G1160",2012,"Hovsgol","grayling-Hovsgol",NA,238,64,"M",NA,23.8
"G1161",2012,"Hovsgol","grayling-Hovsgol",NA,233,68,"M",NA,23.3
"G1163",2012,"Hovsgol","grayling-Hovsgol",NA,219,54,"M",NA,21.9
"G1164",2012,"Hovsgol","grayling-Hovsgol",NA,239,73,"M",NA,23.9
"G1167",2012,"Hovsgol","grayling-Hovsgol",NA,232,72,"M",NA,23.2
"G1169",2012,"Hovsgol","grayling-Hovsgol",NA,225,56,"M",NA,22.5
"G1171",2012,"Hovsgol","grayling-unknown",NA,258,98,"M",NA,25.8
"G1172",2012,"Hovsgol","grayling-unknown",NA,243,80,"M",NA,24.3
"G1173",2012,"Hovsgol","grayling-unknown",NA,233,70,"M",NA,23.3
"G1174",2012,"Hovsgol","grayling-unknown",NA,227,65,"M",NA,22.7
"G1175",2012,"Hovsgol","grayling-unknown",NA,230,71,"M",NA,23
"G1176",2012,"Hovsgol","grayling-unknown",NA,239,73,"M",NA,23.9
"G1178",2012,"Hovsgol","grayling-unknown",NA,235,77,"M",NA,23.5
"G1179",2012,"Hovsgol","grayling-unknown",NA,220,62,"M",NA,22
"G1180",2012,"Hovsgol","grayling-unknown",NA,241,76,"M",NA,24.1
"G1181",2012,"Hovsgol","grayling-unknown",NA,249,94,"M",NA,24.9
"G1184",2012,"Hovsgol","grayling-unknown",NA,230,67,"M",NA,23
"G1185",2012,"Hovsgol","grayling-unknown",NA,259,199,"M",NA,25.9
"G1187",2012,"Hovsgol","grayling-unknown",NA,227,69,"M",NA,22.7
"G1188",2012,"Hovsgol","grayling-unknown",NA,240,77,"M",NA,24
"G1189",2012,"Hovsgol","grayling-unknown",NA,225,64,"M",NA,22.5
"G1190",2012,"Hovsgol","grayling-unknown",NA,224,62,"M",NA,22.4
"G1193",2012,"Hovsgol","grayling-unknown",NA,225,67,"M",NA,22.5
"G1194",2012,"Hovsgol","grayling-unknown",NA,225,72,"M",NA,22.5
"G1195",2012,"Hovsgol","grayling-unknown",NA,229,70,"M",NA,22.9
"G1196",2012,"Hovsgol","grayling-unknown",NA,230,68,"M",NA,23
"G1197",2012,"Hovsgol","grayling-unknown",NA,240,91,"M",NA,24
"G1198",2012,"Hovsgol","grayling-unknown",NA,247,83,"M",NA,24.7
"G1200",2012,"Hovsgol","grayling-unknown",NA,237,73,"M",NA,23.7
"G1202",2012,"Hovsgol","grayling-unknown",NA,228,72,"M",NA,22.8
"G1203",2012,"Hovsgol","grayling-unknown",NA,245,84,"M",NA,24.5
"G1205",2012,"Hovsgol","grayling-unknown",NA,258,98,"M",NA,25.8
"G1206",2012,"Hovsgol","grayling-unknown",NA,240,78,"M",NA,24
"G1207",2012,"Hovsgol","grayling-unknown",NA,234,74,"M",NA,23.4
"G1208",2012,"Hovsgol","grayling-unknown",NA,240,84,"M",NA,24
"G1209",2012,"Hovsgol","grayling-unknown",NA,219,63,"M",NA,21.9
"G1210",2012,"Hovsgol","grayling-unknown",NA,253,94,"M",NA,25.3
"G1211",2012,"Hovsgol","grayling-unknown",NA,244,84,"M",NA,24.4
"G1212",2012,"Hovsgol","grayling-unknown",NA,255,102,"M",NA,25.5
"G1213",2012,"Hovsgol","grayling-unknown",NA,226,62,"M",NA,22.6
"G1214",2012,"Hovsgol","grayling-unknown",NA,225,68,"M",NA,22.5
"G1215",2012,"Hovsgol","grayling-unknown",NA,240,75,"M",NA,24
"G1216",2012,"Hovsgol","grayling-unknown",NA,258,83,"M",NA,25.8
"G1217",2012,"Hovsgol","grayling-unknown",NA,239,80,"M",NA,23.9
"G1220",2012,"Hovsgol","grayling-Hovsgol",NA,266,134,"M",NA,26.6
"G1221",2012,"Hovsgol","grayling-Arctic",NA,288,180,"M",NA,28.8
"G1223",2012,"Hovsgol","grayling-Hovsgol",NA,265,142,"M",NA,26.5
"G1227",2012,"Hovsgol","grayling-Hovsgol",NA,280,142,"M",NA,28
"G1229",2012,"Hovsgol","grayling-unknown",NA,285,174,"M",NA,28.5
"G123",2011,"Hovsgol","grayling-unknown",NA,358,325,"M",NA,35.8
"G1232",2012,"Hovsgol","grayling-Hovsgol",NA,265,109.4,"M",NA,26.5
"G1235",2012,"Hovsgol","grayling-Hovsgol",NA,240,83.9,"M",NA,24
"G1236",2012,"Hovsgol","grayling-Hovsgol",NA,235,82.7,"M",NA,23.5
"G1237",2012,"Hovsgol","grayling-Hovsgol",NA,235,79,"M",NA,23.5
"G1239",2012,"Hovsgol","grayling-Hovsgol",NA,240,95.4,"M",NA,24
"G1240",2012,"Hovsgol","grayling-Hovsgol",NA,245,92,"M",NA,24.5
"G1249",2012,"Hovsgol","grayling-unknown",NA,237,88.8,"M",NA,23.7
"G1250",2012,"Hovsgol","grayling-Hovsgol",NA,260,106.9,"M",NA,26
"G1252",2012,"Hovsgol","grayling-Hovsgol",NA,258,112,"M",NA,25.8
"G1253",2012,"Hovsgol","grayling-Hovsgol",NA,248,111,"M",NA,24.8
"G1255",2012,"Hovsgol","grayling-Hovsgol",NA,230,84,"M",NA,23
"G126",2011,"Hovsgol","grayling-unknown",NA,255,118,"M",NA,25.5
"G1261",2012,"Hovsgol","grayling-Hovsgol",NA,282,154,"M",NA,28.2
"G1264",2012,"Hovsgol","grayling-Hovsgol",NA,362,320,"M",NA,36.2
"G1267",2012,"Hovsgol","grayling-Hovsgol",NA,243,94,"M",NA,24.3
"G1269",2012,"Hovsgol","grayling-Hovsgol",NA,270,142,"M",NA,27
"G127",2011,"Hovsgol","grayling-unknown",NA,230,61,"M",NA,23
"G1270",2012,"Hovsgol","grayling-Hovsgol",NA,273,140,"M",NA,27.3
"G1276",2012,"Hovsgol","grayling-unknown",NA,240,102,"M",NA,24
"G1277",2012,"Hovsgol","grayling-unknown",NA,268,98,"M",NA,26.8
"G128",2011,"Hovsgol","grayling-unknown",NA,265,132,"M",NA,26.5
"G1283",2012,"Hovsgol","grayling-unknown",NA,260,102,"M",NA,26
"G1285",2012,"Hovsgol","grayling-unknown",NA,258,108,"M",NA,25.8
"G1287",2012,"Hovsgol","grayling-unknown",NA,272,126,"M",NA,27.2
"G1292",2012,"Hovsgol","grayling-unknown",NA,238,83,"M",NA,23.8
"G1293",2012,"Hovsgol","grayling-Hovsgol",NA,355,329,"M",NA,35.5
"G1296",2012,"Hovsgol","grayling-Hovsgol",NA,279,158.3,"M",NA,27.9
"G1300",2012,"Hovsgol","grayling-Hovsgol",NA,282,166.3,"M",NA,28.2
"G1303",2012,"Hovsgol","grayling-Hovsgol",NA,264,103.1,"M",NA,26.4
"G1304",2012,"Hovsgol","grayling-Hovsgol",NA,263,128.7,"M",NA,26.3
"G1307",2012,"Hovsgol","grayling-Hovsgol",NA,264,128.8,"M",NA,26.4
"G131",2011,"Hovsgol","grayling-unknown",NA,250,89,"M",NA,25
"G1311",2012,"Hovsgol","grayling-unknown",NA,255,120.6,"M",NA,25.5
"G1314",2012,"Hovsgol","grayling-Hovsgol",NA,214,62.7,"M",NA,21.4
"G1316",2012,"Hovsgol","grayling-unknown",NA,216,58.5,"M",NA,21.6
"G132",2011,"Hovsgol","grayling-unknown",NA,283,160,"M",NA,28.3
"G1321",2012,"Hovsgol","grayling-Hovsgol",NA,205,55.2,"M",NA,20.5
"G1325",2012,"Hovsgol","grayling-Hovsgol",NA,292,174,"M",NA,29.2
"G1326",2012,"Hovsgol","grayling-Hovsgol",NA,250,119.4,"M",NA,25
