"SITE","NOME","X","Y","ILLUMINATION","VINES","DM97","DM98","DM99","DM00","DM01","DM02","DM03","DM04","DM05","DM06","DM07","DM08","DM09","INC9597","INC9798","INC9899","INC9900","INC0001","INC0102","INC0203","INC0304","INC0405","INC0506","INC0607","INC0708","INC0809","FRT97","FRT98","FRT99","FRT00","FRT01","FRT02","FRT03","FRT04","FRT05","FRT06","FRT07","FRT08","FRT09"
"AA",29,NA,NA,4,0,42.6,42.8,43.3,43.3,43.6,43.5,43.5,NA,NA,NA,NA,NA,NA,0.85,0.2,0.5,0.05,0.3,-0.1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"AA",30,NA,NA,4,0,47,47.6,48.2,48.6,49.6,50.8,51.8,NA,NA,NA,NA,NA,NA,1,0.6,0.55,0.45,1,1.15,1.05,NA,NA,NA,NA,NA,NA,4,1,0,0,5,0,0,NA,NA,NA,NA,NA,NA
"AA",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA",32,NA,NA,4,0,47.9,49.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA",33,NA,NA,3,0,55.1,55.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA",34,NA,NA,4,0,64,64.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA",35,NA,NA,4,0,53.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA",36,NA,NA,4,0,52.1,52.4,52.5,52.9,53,53.3,53.5,NA,NA,NA,NA,NA,NA,0.2,0.25,0.15,0.35,0.15,0.3,0.2,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"AA",37,NA,NA,2,0,50,50.2,50.6,50.8,51.3,51.5,51.6,NA,NA,NA,NA,NA,NA,0.5,0.2,0.4,0.15,0.55,0.15,0.15,NA,NA,NA,NA,NA,NA,33,0,5,0,0,1,7,NA,NA,NA,NA,NA,NA
"AA",38,NA,NA,NA,NA,52,52.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA",39,NA,NA,3,0,47.8,47.7,47.8,47.9,47.8,48.3,48.2,NA,NA,NA,NA,NA,NA,0.15,-0.05,0.1,0.05,-0.05,0.5,-0.1,NA,NA,NA,NA,NA,NA,9,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA
"AA",40,NA,NA,2,0,31,31.1,31.7,32.5,33.5,34.5,35.5,NA,NA,NA,NA,NA,NA,0.75,0.1,0.65,0.8,1,0.95,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"AA",41,NA,NA,4,0,39,40,41.2,42.8,44,44.9,NA,NA,NA,NA,NA,NA,NA,2.55,1.05,1.2,1.6,1.15,0.9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"AA",42,NA,NA,4,0,43.4,44,45.5,46.5,47.6,48.2,48.7,NA,NA,NA,NA,NA,NA,1.55,0.65,1.45,1,1.15,0.6,0.45,NA,NA,NA,NA,NA,NA,3,0,0,1,0,3,3,NA,NA,NA,NA,NA,NA
"AA",43,NA,NA,3,0,39.5,40.3,41.6,42.5,43.6,44.2,44.9,NA,NA,NA,NA,NA,NA,1.4,0.75,1.35,0.85,1.15,0.6,0.7,NA,NA,NA,NA,NA,NA,2,0,0,0,2,2,3,NA,NA,NA,NA,NA,NA
"AA",44,NA,NA,4,0,48.4,49,49.8,50.4,51.5,52.3,53,NA,NA,NA,NA,NA,NA,0.75,0.6,0.8,0.6,1.1,0.8,0.7,NA,NA,NA,NA,NA,NA,3,0,1,5,2,3,0,NA,NA,NA,NA,NA,NA
"AA",45,NA,NA,4,0,16.7,16.8,16.9,16.8,17.1,17.2,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,-0.1,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"AA",46,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA",47,NA,NA,4,0,58.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA",48,NA,NA,4,0,35.2,35.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA",49,NA,NA,4,0,41.4,41.6,42.3,43,43.5,43.8,44.4,NA,NA,NA,NA,NA,NA,1,0.2,0.65,0.7,0.6,0.2,0.6,NA,NA,NA,NA,NA,NA,2,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA
"AA",50,NA,NA,4,0,54.1,54.4,54.9,55.5,56.1,56.6,57.2,NA,NA,NA,NA,NA,NA,0.8,0.3,0.45,0.6,0.6,0.5,0.65,NA,NA,NA,NA,NA,NA,2,4,2,2,3,0,0,NA,NA,NA,NA,NA,NA
"AA",51,NA,NA,4,0,48.8,49,49.4,49.9,50.4,50.6,51.1,NA,NA,NA,NA,NA,NA,0.8,0.2,0.4,0.45,0.55,0.15,0.55,NA,NA,NA,NA,NA,NA,0,1,0,0,2,2,0,NA,NA,NA,NA,NA,NA
"AA",52,NA,NA,3,0,45.1,45.4,46.2,47,47.6,47.6,47.9,NA,NA,NA,NA,NA,NA,1.05,0.35,0.75,0.8,0.6,0.05,0.3,NA,NA,NA,NA,NA,NA,9,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"AA",53,NA,NA,1,0,21.4,22.1,22.7,23.3,23.9,24.3,NA,NA,NA,NA,NA,NA,NA,1.4,0.65,0.65,0.6,0.55,0.45,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"AA",54,NA,NA,3,0,48.9,49.2,49.4,49.9,50.6,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.25,0.25,0.5,0.65,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"AA",55,NA,NA,0,0,13.1,13.8,14.9,16,17.3,18.4,NA,NA,NA,NA,NA,NA,NA,0.8,0.7,1.05,1.1,1.3,1.1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
"AA",56,NA,NA,4,0,45.3,45.5,46,46.5,47,47.3,47.8,NA,NA,NA,NA,NA,NA,0.6,0.2,0.5,0.45,0.55,0.25,0.5,NA,NA,NA,NA,NA,NA,20,0,0,3,2,0,0,NA,NA,NA,NA,NA,NA
"AA",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA",58,NA,NA,4,0,22.6,24,25.4,26.6,28,29,NA,NA,NA,NA,NA,NA,NA,1.55,1.4,1.45,1.2,1.35,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
"AA",59,NA,NA,4,0,33.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA",60,NA,NA,4,0,47.5,47.7,48,48.5,49.1,49.3,49.8,NA,NA,NA,NA,NA,NA,0.95,0.2,0.35,0.5,0.6,0.2,0.45,NA,NA,NA,NA,NA,NA,2,3,1,1,3,1,0,NA,NA,NA,NA,NA,NA
"AA",61,NA,NA,NA,NA,33.9,35.3,37.2,39.4,41.7,42.9,NA,NA,NA,NA,NA,NA,NA,1.38,1.38,1.95,2.2,2.3,1.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,5,0,NA,NA,NA,NA,NA,NA,NA
"AA",62,NA,NA,4,0,54.8,56.8,58.7,60.2,62,63.4,65.2,NA,NA,NA,NA,NA,NA,1.6,2,1.9,1.45,1.8,1.4,1.8,NA,NA,NA,NA,NA,NA,20,8,4,0,4,4,2,NA,NA,NA,NA,NA,NA
"AA",63,NA,NA,3,0,45.5,46,46.4,47.5,48.7,49.8,50.5,NA,NA,NA,NA,NA,NA,0.65,0.5,0.45,1.05,1.2,1.1,0.75,NA,NA,NA,NA,NA,NA,0,6,2,7,2,2,5,NA,NA,NA,NA,NA,NA
"AA",64,NA,NA,4,0,32.9,34,35.7,37.2,38.6,40.1,41.3,NA,NA,NA,NA,NA,NA,1.45,1.15,1.65,1.55,1.35,1.5,1.25,NA,NA,NA,NA,NA,NA,0,1,2,18,8,9,33,NA,NA,NA,NA,NA,NA
"AA",65,NA,NA,4,1,48.9,50.4,51.2,52.6,53.5,54.2,54.8,NA,NA,NA,NA,NA,NA,0.9,1.45,0.85,1.35,0.95,0.7,0.55,NA,NA,NA,NA,NA,NA,68,21,8,35,25,87,71,NA,NA,NA,NA,NA,NA
"AA",66,NA,NA,4,0,41.3,42,42.8,44.2,45.6,46.8,47.8,NA,NA,NA,NA,NA,NA,1.05,0.75,0.8,1.35,1.4,1.2,1,NA,NA,NA,NA,NA,NA,16,0,6,21,6,1,3,NA,NA,NA,NA,NA,NA
"AA",67,NA,NA,1,0,24.5,25,25.6,26.8,27.9,29,29.6,NA,NA,NA,NA,NA,NA,1,0.5,0.6,1.15,1.15,1.05,0.6,NA,NA,NA,NA,NA,NA,0,0,0,4,4,2,2,NA,NA,NA,NA,NA,NA
"AA",68,NA,NA,4,0,35.7,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA",69,NA,NA,4,0,33.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA",70,NA,NA,1,0,46.3,47.3,47.8,48.3,49.3,49.9,50.3,NA,NA,NA,NA,NA,NA,0.95,1,0.5,0.5,1.05,0.55,0.4,NA,NA,NA,NA,NA,NA,1,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA
"AA",71,NA,NA,4,0,38.3,39.2,40,41.3,42.2,42.8,43.2,NA,NA,NA,NA,NA,NA,1.2,0.85,0.85,1.25,0.9,0.6,0.4,NA,NA,NA,NA,NA,NA,43,13,29,35,4,34,28,NA,NA,NA,NA,NA,NA
"AA",72,NA,NA,3,0,43.3,44.7,45.6,46.7,47.7,48.5,49,NA,NA,NA,NA,NA,NA,1.7,1.35,0.9,1.15,1,0.8,0.45,NA,NA,NA,NA,NA,NA,11,2,9,6,5,2,33,NA,NA,NA,NA,NA,NA
"AA",73,NA,NA,3,3,43.6,44.6,45.4,46.3,47.3,48.3,49,NA,NA,NA,NA,NA,NA,1.45,1,0.8,0.9,1,1.05,0.7,NA,NA,NA,NA,NA,NA,0,4,4,32,7,1,0,NA,NA,NA,NA,NA,NA
"AA",74,NA,NA,4,0,46.3,46.9,47.1,47.8,48.6,49.2,49.7,NA,NA,NA,NA,NA,NA,0.2,0.55,0.25,0.7,0.75,0.6,0.55,NA,NA,NA,NA,NA,NA,12,15,0,14,6,20,2,NA,NA,NA,NA,NA,NA
"AA",75,NA,NA,4,2,58.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA",76,NA,NA,4,2,37.7,38.5,40,41.4,42.8,44,NA,NA,NA,NA,NA,NA,NA,0.85,0.85,1.5,1.4,1.4,1.15,NA,NA,NA,NA,NA,NA,NA,0,15,11,20,5,19,NA,NA,NA,NA,NA,NA,NA
"AA",77,NA,NA,4,0,48.1,49.5,50.2,51.5,52.9,53.8,NA,NA,NA,NA,NA,NA,NA,1.35,1.4,0.75,1.3,1.35,0.95,NA,NA,NA,NA,NA,NA,NA,20,19,0,0,12,27,NA,NA,NA,NA,NA,NA,NA
"AA",78,NA,NA,3,0,49,50.1,51.1,52.5,54.7,55.7,NA,NA,NA,NA,NA,NA,NA,0.85,1.1,1,1.45,2.15,1.05,NA,NA,NA,NA,NA,NA,NA,77,2,53,4,6,20,NA,NA,NA,NA,NA,NA,NA
"AA",79,NA,NA,4,0,43.5,44.2,45,45.7,46.6,47.4,NA,NA,NA,NA,NA,NA,NA,0.95,0.7,0.85,0.65,0.95,0.75,NA,NA,NA,NA,NA,NA,NA,0,30,0,30,3,15,NA,NA,NA,NA,NA,NA,NA
"AA",80,NA,NA,2,1,29.6,30.3,31,31.6,32.3,32.8,NA,NA,NA,NA,NA,NA,NA,0.6,0.65,0.75,0.6,0.7,0.45,NA,NA,NA,NA,NA,NA,NA,4,5,0,12,7,16,NA,NA,NA,NA,NA,NA,NA
"AA",81,NA,NA,4,0,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA",82,NA,NA,4,0,38.3,38.5,38.5,38.5,38.5,38.6,NA,NA,NA,NA,NA,NA,NA,0.4,0.15,0,0,0.05,0.1,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"AA",83,NA,NA,4,0,40.3,40.6,41.1,41.7,42.2,42.8,NA,NA,NA,NA,NA,NA,NA,0.85,0.35,0.5,0.6,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,0,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"AA",84,NA,NA,4,0,34.9,35.1,35.3,35.5,35.8,36.3,NA,NA,NA,NA,NA,NA,NA,0.6,0.2,0.15,0.2,0.3,0.5,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"AA",85,NA,NA,2,0,34.2,35,36.2,37.3,38.3,39.2,NA,NA,NA,NA,NA,NA,NA,0.95,0.8,1.2,1.15,1,0.85,NA,NA,NA,NA,NA,NA,NA,3,0,0,40,6,20,NA,NA,NA,NA,NA,NA,NA
"AA",86,NA,NA,2,0,29.4,30.4,31.4,32.3,33.4,34.4,NA,NA,NA,NA,NA,NA,NA,0.65,1,1.05,0.85,1.1,1,NA,NA,NA,NA,NA,NA,NA,15,4,0,1,0,2,NA,NA,NA,NA,NA,NA,NA
"AA",87,NA,NA,4,0,41,42.1,42.9,44.2,45.5,46.3,NA,NA,NA,NA,NA,NA,NA,0.9,1.05,0.85,1.25,1.35,0.8,NA,NA,NA,NA,NA,NA,NA,32,15,5,80,10,49,NA,NA,NA,NA,NA,NA,NA
"AA",88,NA,NA,4,0,48.1,48.8,49.5,50.1,50.8,51.3,NA,NA,NA,NA,NA,NA,NA,0.25,0.7,0.75,0.6,0.65,0.55,NA,NA,NA,NA,NA,NA,NA,6,6,10,13,20,41,NA,NA,NA,NA,NA,NA,NA
"AA",89,NA,NA,4,0,53.9,54.1,54.4,54.8,55.3,55.5,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.3,0.4,0.45,0.25,NA,NA,NA,NA,NA,NA,NA,215,1,1,20,6,58,NA,NA,NA,NA,NA,NA,NA
"AA",90,NA,NA,2,0,43.2,44.4,45.6,46.9,48.2,48.9,NA,NA,NA,NA,NA,NA,NA,0.7,1.15,1.25,1.3,1.3,0.7,NA,NA,NA,NA,NA,NA,NA,20,35,18,30,25,60,NA,NA,NA,NA,NA,NA,NA
"AA",91,NA,NA,2,0,39.5,40.2,41,41.8,42.9,43.7,NA,NA,NA,NA,NA,NA,NA,0.45,0.7,0.8,0.85,1.05,0.8,NA,NA,NA,NA,NA,NA,NA,22,25,2,15,10,19,NA,NA,NA,NA,NA,NA,NA
"AA",92,NA,NA,2,0,34.3,34.7,35.4,36,36.8,37.4,NA,NA,NA,NA,NA,NA,NA,0.65,0.4,0.75,0.55,0.85,0.6,NA,NA,NA,NA,NA,NA,NA,43,3,1,5,8,16,NA,NA,NA,NA,NA,NA,NA
"AA",93,NA,NA,3,0,34.3,35.2,36.2,36.9,38,38.9,NA,NA,NA,NA,NA,NA,NA,0.9,0.93,0.93,0.75,1.1,0.85,NA,NA,NA,NA,NA,NA,NA,3,0,0,5,3,2,NA,NA,NA,NA,NA,NA,NA
"AA",94,NA,NA,4,0,48,49.2,50.6,51.7,52.9,54,NA,NA,NA,NA,NA,NA,NA,1.05,1.25,1.4,1.05,1.25,1.05,NA,NA,NA,NA,NA,NA,NA,24,18,5,40,10,6,NA,NA,NA,NA,NA,NA,NA
"AA",95,NA,NA,4,0,28.8,29.2,29.8,30.1,30.9,31.2,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.6,0.35,0.75,0.3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"AA",96,NA,NA,2,0,38.1,38.4,38.8,39.2,40.2,40.7,41,NA,NA,NA,NA,NA,NA,NA,0.35,0.35,0.4,1,0.5,0.3,NA,NA,NA,NA,NA,NA,0,NA,0,1,7,13,0,NA,NA,NA,NA,NA,NA
"AA",197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA",198,NA,NA,2,0,20.5,21.4,22.4,23.2,24.2,24.9,NA,NA,NA,NA,NA,NA,NA,NA,0.9,1,0.75,1,0.75,NA,NA,NA,NA,NA,NA,NA,0,7,0,0,3,5,NA,NA,NA,NA,NA,NA,NA
"AA",99,NA,NA,3,0,40.5,41,41.5,42.3,43.2,44.2,44.8,NA,NA,NA,NA,NA,NA,NA,0.45,0.55,0.75,0.95,0.95,0.6,NA,NA,NA,NA,NA,NA,0,0,0,1,4,7,4,NA,NA,NA,NA,NA,NA
"AA",100,NA,NA,4,0,55.7,56,56.3,57,57.9,58.5,59.1,NA,NA,NA,NA,NA,NA,NA,0.25,0.35,0.65,0.9,0.6,0.6,NA,NA,NA,NA,NA,NA,0,0,0,0,3,23,0,NA,NA,NA,NA,NA,NA
"AA",101,NA,NA,4,0,40.7,42.2,43.3,45,46.2,47.3,48.2,NA,NA,NA,NA,NA,NA,NA,1.45,1.15,1.7,1.15,1.15,0.85,NA,NA,NA,NA,NA,NA,0,15,2,27,0,24,1,NA,NA,NA,NA,NA,NA
"AA",102,NA,NA,4,0,41.9,43.1,44,45.2,46.3,47.3,48,NA,NA,NA,NA,NA,NA,NA,1.2,0.9,1.2,1.1,1,0.7,NA,NA,NA,NA,NA,NA,0,10,1,25,10,30,12,NA,NA,NA,NA,NA,NA
"AA",103,NA,NA,3,0,37.4,38.4,39.3,40.4,41.5,42.4,42.8,NA,NA,NA,NA,NA,NA,NA,0.95,0.95,1.1,1.1,0.85,0.45,NA,NA,NA,NA,NA,NA,0,7,10,44,4,9,9,NA,NA,NA,NA,NA,NA
"AA",104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA",105,NA,NA,2,0,44.5,44.9,45.3,45.7,46.3,46.8,47.3,NA,NA,NA,NA,NA,NA,NA,0.4,0.35,0.4,0.6,0.5,0.5,NA,NA,NA,NA,NA,NA,0,0,2,7,6,5,0,NA,NA,NA,NA,NA,NA
"AA",106,NA,NA,3,0,32.7,32.7,33.2,33.4,33.9,34,34.4,NA,NA,NA,NA,NA,NA,NA,0,0.45,0.25,0.5,0.1,0.35,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"AA",108,NA,NA,NA,NA,NA,30.6,31,31.7,32.7,33.4,34.4,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.7,0.95,0.7,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"AA",109,NA,NA,NA,NA,NA,42.6,43.7,44.3,45.3,46.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,0.6,1,1.05,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA
"AA",110,NA,NA,NA,NA,NA,25.6,26.6,27.6,28.1,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"AA",111,NA,NA,4,1,NA,32.3,33.3,34.2,35.5,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.9,1.25,1,NA,NA,NA,NA,NA,NA,NA,NA,13,0,4,3,13,NA,NA,NA,NA,NA,NA,NA
"AA",112,NA,NA,NA,NA,NA,22.1,23.4,24.7,25.5,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,1.3,0.85,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA
"AA",1003,NA,NA,NA,NA,NA,NA,NA,33.6,34.6,35.9,37.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.3,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"AA",1004,NA,NA,NA,NA,NA,NA,NA,33.3,34.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,8,0,NA,NA,NA,NA,NA,NA,NA
"AA",1005,NA,NA,NA,NA,NA,NA,NA,22.9,24.5,25.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,NA,NA,NA,NA,NA,NA,NA
"AA",1007,NA,NA,NA,NA,NA,NA,NA,17.9,19.2,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"AA",1008,NA,NA,NA,NA,NA,NA,NA,16.2,17.1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"AA",1010,NA,NA,NA,NA,NA,NA,NA,9.6,10,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"AA",1011,NA,NA,NA,NA,NA,NA,NA,25.2,25.6,26.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"AA",1012,NA,NA,NA,NA,NA,NA,NA,35.5,35.8,36.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,NA,NA,NA,NA,NA,NA,NA
"AA",1013,NA,NA,NA,NA,NA,NA,NA,15,15.5,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"CR",1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CR",2,NA,NA,3,0,41.7,42.1,43.2,44.4,45.3,46.7,48.1,49,50.7,52.2,53.4,54.1,55.5,1,0.45,1.1,1.15,0.95,1.4,1.4,0.9,1.7,1.5,1.2,0.7,1.4,5,9,2,3,1,1,0,0,7,2,1,3,8
"CR",3,NA,NA,3,0,47.9,48.7,49.5,50.2,51,51.9,52.8,53.2,53.8,54.6,55,55.5,56.4,0.15,0.8,0.75,0.7,0.8,0.95,0.85,0.4,0.65,0.75,0.45,0.5,0.9,6,7,28,0,0,10,7,1,62,0,2,12,21
"CR",4,NA,NA,0,0,38.3,39.5,41.1,42.8,44.3,45.5,46.7,47.7,49,49.9,51,51.9,53.1,0.35,1.15,1.6,1.75,1.45,1.25,1.2,0.95,1.3,0.9,1.1,0.9,1.2,0,11,4,17,12,34,27,66,39,1,4,52,37
"CR",5,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13,13,6,2,5,7,17,6,3,9,0,2
"CR",6,NA,NA,3,1,46.5,46.8,47,47.5,48,48.6,49.4,49.9,50.8,51.8,52.6,53,54,0.15,0.35,0.15,0.55,0.5,0.6,0.75,0.55,0.9,0.95,0.8,0.45,1,2,8,0,0,0,0,0,0,1,0,0,0,0
"CR",7,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,12,0,0,0,0,0,0,NA,NA,NA,NA,NA
"CR",8,NA,NA,3,0,37.3,38.3,39.1,39.8,40.5,41.4,42.2,42.9,44,44.9,45.4,46.1,47.1,0.2,1,0.75,0.7,0.75,0.9,0.8,0.7,1.1,0.85,0.5,0.75,1,14,8,3,8,2,13,1,5,6,5,2,7,2
"CR",9,NA,NA,4,0,67.2,68,68.5,69,69.5,70.5,71,71.5,72.1,72.8,73.4,74.1,74.9,0.2,0.75,0.5,0.55,0.5,0.95,0.55,0.45,0.65,0.65,0.6,0.7,0.8,10,16,5,12,43,2,27,32,33,47,8,8,6
