sample_id,date,year,water_body,location,lat_dd,long_dd,tube_id_2011,kirk_number_2011,field_id,species_name,gear,vgn_depth_m,vgn_id,start_time,end_time,depth_start,depth_stop,total_depth,otoliths,scale,muscle,adipose,whole_fish,fin_clip,genetics,photo,stomach_lavage,stomach_dissection,stomach_contents,food_weight_g,bia,fate,age_otolith,age_otolith_by,age_otolith_confidence,age_otolith_date,age_scale,tl_mm,fl_mm,sl_mm,weight_g,weight_dry_g,q_2,sex,gillraker_count,c,o,sr,op,ch_1,ch_2,lmx,lmd,io,h_1,h_2,ad,pd,pv,pa,av,dc,ac,ld,hd,la,ha,lp,hp,lv,hv,pl,ll,d,a,p,v,egg_development,egg_weight,egg_count,d13c_muscle,d15n_muscle,percent_c_muscle,percent_n_muscle,c_to_n_muscle,d13c_adipose,d15n_adipose,percent_c_adipose,percent_n_adipose,c_to_n_adipose,water_temp_c,do_mg_l,conductivity,weather,time,floy_id,pit_id,lotek_id,lotek_code,lotek_freq,nickname,comments
G1092,7/10/12,2012,Eg,Repeat site,50.2844,101.91808,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,PM,NA,NA,NA,2,,Y,Y,,,,Y,,Y,,NA,Y,,,,,,,180,164,151,50.1,NA,NA,Juv,19,31.3,9.2,NA,17.2,19.8,15.5,11.1,13.8,7.8,33.2,10.3,56.2,78.3,46.5,NA,39,68.8,25.6,33.2,26.5,12.8,15,6.3,22.6,5.8,23.5,NA,92,VII-13,II-8,I-9,I-13,,NA,NA,-28.42,9.3,0.42664745,0.134334654,3.176004394,-28.2889754,8.3627266,0.443783568,0.12070683,3.67654066,NA,NA,NA,,,NA,NA,,NA,NA
G1099,7/12/12,2012,Uur,Riffle 1km UST Home Pool,50.34777,101.87321,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,PM,NA,NA,NA,2,,Y,Y,,,,Y,,Y,,NA,Y,,,,,,,155,144,132,33.6,NA,NA,Juv,17,28,8.6,NA,15,18.3,13.1,9.2,13.1,7.8,27.9,9,52.8,68.8,40.7,NA,34.1,57.2,19.7,27.5,21.2,11.2,16.4,5.5,17.9,5.4,20,NA,NA,V-13,I-9,I-11,I-12,,NA,NA,-30.45,9.36,0.360386065,0.108682501,3.315953001,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G1106,7/13/12,2012,Uur,Riffle DST swimming hole,50.30985,101.89547,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,AM,NA,NA,NA,2,,Y,Y,,,,Y,,Y,,NA,Y,,,,,,,191,175,165,56.4,NA,NA,Juv,18,32.5,8.8,NA,17.1,20.7,15.1,9.5,13.9,11,33.1,11.4,60,81.4,47,NA,40.6,69.3,23.8,35.6,30.2,16.8,20.1,6.2,25,5.8,26,NA,NA,V-13,II-9,,I-13,,NA,NA,-29.21,10.75,0.408079111,0.127425415,3.20249388,-28.31834935,9.411428254,0.431527449,0.130242617,3.313258439,NA,NA,NA,,,NA,NA,,NA,NA
G1108,7/13/12,2012,Uur,Riffle DST swimming hole,50.30985,101.89547,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,AM,NA,NA,NA,2,,Y,Y,,,,Y,,Y,,NA,Y,,,,,,,154,141,132,30.5,NA,NA,Juv,16,26.2,7.8,NA,13.8,16.8,11.6,8.8,12,7.9,26,8.8,49,66.3,37.8,NA,33.9,59.1,19,26.8,NA,12.5,16.2,4.8,17.8,5,19.9,NA,NA,V-11,II-9,I-9,I-13,,NA,NA,-29.99,11.15,0.422431932,0.130599427,3.234561901,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G1109,7/13/12,2012,Uur,Riffle DST swimming hole,50.30985,101.89547,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,AM,NA,NA,NA,2,,Y,Y,,,,Y,,Y,,NA,Y,,,,,,,147,134,124,24.5,NA,NA,Juv,16,25.5,7.8,NA,14,16.2,12,8.4,12.2,6.8,22.4,9.5,47.6,64.7,36.2,NA,34.8,55.5,16.6,24.8,20.2,11.8,15,4,17,4,19.3,NA,93,VI-12,II-9,I-9,I-12,,NA,NA,-29.77,10.4,0.44215887,0.13818008,3.199874187,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G1114,7/13/12,2012,Uur,Riffle DST swimming hole,50.30985,101.89547,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,PM,NA,NA,NA,2,,Y,Y,,,,Y,,Y,,NA,Y,,,,,,,158,144,132,34.1,NA,NA,Juv,17,27.7,7.2,NA,14.4,16.8,12.9,8,12.6,8.2,28.6,9,50.3,68.4,39.8,NA,36.5,59.3,21,29.7,21.3,12.2,17.8,5.5,19.1,4.5,20,NA,91,V-13,I-9,I-9,I-12,,NA,NA,-29.2,9.81,0.451187945,0.141198524,3.195415436,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G1116,7/13/12,2012,Uur,Riffle DST swimming hole,50.30985,101.89547,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,PM,NA,NA,NA,2,,Y,Y,,,,Y,,Y,,NA,Y,,,,,,,165,150,140,36.3,NA,NA,Juv,16,29.7,7.8,NA,15.3,17.7,13.2,9.4,12.5,7.5,29.5,9.8,53.2,73.5,44.5,NA,32,61.7,23.7,26,22.2,13.4,18,4.2,20.1,5,21,NA,93,VI-11,II-9,II-9,I-13,,NA,NA,-29.58,10.29,0.360308956,0.112096537,3.214273745,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G1117,7/13/12,2012,Uur,Riffle DST swimming hole,50.30985,101.89547,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,AM,NA,NA,NA,2,,Y,Y,,,,Y,,Y,,NA,N,,,,,,,149,NA,129,29.3,NA,NA,Juv,16,28.3,7.8,NA,14.5,16.5,13,8.6,11.5,7.7,26.8,8.8,48.8,64.8,40,NA,32.9,56,19,26,19.1,10.7,16,4.2,17,4.5,15.2,NA,NA,VI-13,I-9,I-10,I-13,,NA,NA,-28.93,10.45,0.435707924,0.143136015,3.044013225,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G1122,7/14/12,2012,Uur,,50.2905,101.94604,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,PM,NA,NA,NA,2,,,,,,,Y,,Y,,NA,N,,,,,,,145,133,125,23.8,NA,NA,Juv,16,25.6,7.5,NA,13.3,16.7,13.5,8,11.1,6.8,23.5,7.9,45.2,65.1,37.8,NA,29.2,53.5,20.2,25.2,20,11,14.2,4.8,18.1,5.2,20.3,NA,93,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G1123,7/14/12,2012,Uur,,50.2905,101.94604,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,PM,NA,NA,NA,2,,,,,,,Y,,Y,,NA,N,,,,,,,156,143,133,28.4,NA,NA,Juv,18,27.5,7.4,NA,13.5,16,11.6,8.1,11.1,6.9,25.2,8.3,50.5,65.8,35.8,NA,35.8,61.6,22.3,25.5,NA,12.2,14.5,5,18.5,4.5,19.7,NA,94,IV-13,I-9,I-10,I-13,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G1124,7/17/12,2012,Eg-near Hovsgol,,50.41552,100.14279,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,PM,NA,NA,NA,2,,Y,,,,,Y,,Y,,NA,,,,,,,,204,186,176,66.7,NA,NA,Juv,18,34.6,10,NA,18.4,21.4,15.2,11.6,15.1,8.8,34.4,12.5,64.2,88.7,50.9,NA,42.8,77.9,26.6,36.1,29,14.4,21.2,6.4,24.1,6.1,25,NA,95,VII-11,II-8,I-10,I-13,,NA,NA,-20.49,7.01,0.418020437,0.129487198,3.228276186,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G1125,7/17/12,2012,Eg-near Hovsgol,,50.41552,100.14279,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,PM,NA,NA,NA,2,,Y,,,,,Y,,Y,,NA,,,,,,,,140,128,117,23.8,NA,NA,Juv,18,24.9,7.3,NA,13.6,16.3,10.9,9.2,11.9,5.9,24.5,8,36.5,62.7,56.5,NA,28.7,52.3,18.7,22.8,18.9,10,14.5,4.2,15.5,4.5,17.5,NA,85,VI-11,III-8,I-10,I-10,,NA,NA,-23.06,6.45,0.346953895,0.098047973,3.538613638,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G1126,7/17/12,2012,Eg-near Hovsgol,,50.41552,100.14279,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,PM,NA,NA,NA,2,,Y,,,,,Y,,Y,,NA,,,,,,,,290,265,250,210.1,NA,NA,Juv,18,47.4,11.6,NA,24.7,30.4,20.8,16.1,19,13,55.4,17.5,88.2,127.8,78.1,NA,63.1,110.7,36.4,58,40.5,23.3,32,9.8,36.1,8.5,38.4,NA,97,V-14,II-10,I-10,I-13,,NA,NA,-21.9,6.26,0.444361467,0.138893833,3.199288678,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G1138,7/17/12,2012,Eg-near Hovsgol,,50.41552,100.14279,,,grayling-Arctic,grayling-unknown,angling,NA,NA,,PM,NA,NA,NA,2,,,,,,,Y,,Y,,NA,,,,,,,,230,210,195,98,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G1148,7/17/12,2012,Eg-near Hovsgol,,50.41552,100.14279,,,grayling-Arctic,grayling-unknown,angling,NA,NA,,PM,NA,NA,NA,2,,,,,,,Y,,Y,,NA,,,,,,,,147,136,126,32.2,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G1149,7/17/12,2012,Eg-near Hovsgol,,50.41552,100.14279,,,grayling-Arctic,grayling-unknown,angling,NA,NA,,PM,NA,NA,NA,2,,,,,,,Y,,Y,,NA,,,,,,,,138,126,118,23.2,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G2001E-U,7/13/13,2013,Uur,near camp,50.31667,101.88333,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,,NA,NA,NA,0,,Y,,,,,N,,N,,NA,,,,,,,,162,147,NA,30.3,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G2002E-U,7/13/13,2013,Uur,near camp,50.31667,101.88333,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,,NA,NA,NA,2,,Y,,,,,N,,N,,NA,,,,,,,,161,148,NA,34,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G2003E-U,7/13/13,2013,Uur,near camp,50.31667,101.88333,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,,NA,NA,NA,2,,Y,,,,,N,,N,,NA,,,,,,,,158,145,NA,37,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G2004E-U,7/13/13,2013,Uur,near camp,50.31667,101.88333,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,,NA,NA,NA,2,,Y,,,,,N,,N,,NA,,,,,,,,137,125,NA,22,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G2005E-U,7/13/13,2013,Uur,near camp,50.31667,101.88333,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,,NA,NA,NA,1,,Y,,,,,N,,N,,NA,,,,,,,,140,129,NA,20.7,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G2006E-U,7/13/13,2013,Uur,near camp,50.31667,101.88333,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,,NA,NA,NA,0,,Y,,,,,N,,N,,NA,,,,,,,,136,125,NA,20,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G2007E-U,7/15/13,2013,Uur,near camp,50.31667,101.88333,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,,NA,NA,NA,1,,Y,Y,,,,N,,N,,NA,,,,,,,,157,147,NA,28,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1003,7/2/12,2012,Uur,,50.33633333,101.86865,,,lenok,lenok,angling,NA,NA,,AM,NA,NA,NA,2,,,,,,2,,,Y,,NA,,,,,,,,238,222,NA,112,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1004,7/2/12,2012,Uur,,50.33633333,101.86865,,,lenok,lenok,angling,NA,NA,,AM,NA,NA,NA,2,,,,,,2,,,Y,,NA,,,,,,,,223,207,NA,104,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1005,7/2/12,2012,Uur,,50.33633333,101.86865,,,lenok,lenok,angling,NA,NA,,AM,NA,NA,NA,2,,,,,,2,,,Y,,NA,,,,,,,,236,217,NA,103,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1008,7/2/12,2012,Uur,,50.33603333,101.8674167,,,lenok,lenok,seine,NA,NA,,AM,NA,NA,NA,2,,,,,,2,,,N,,NA,,,,,,,,145,136,NA,26.5,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1010,7/2/12,2012,Uur,,50.33603333,101.8674167,,,lenok,lenok,seine,NA,NA,,AM,NA,NA,NA,2,,,,,,2,,,N,,NA,,,,,,,,110,100,NA,10.5,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1011,7/2/12,2012,Uur,,50.33603333,101.8674167,,,lenok,lenok,seine,NA,NA,,AM,NA,NA,NA,2,,,,,,2,,,N,,NA,,,,,,,,105,99,NA,9.5,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1012,7/2/12,2012,Uur,,50.33603333,101.8674167,,,lenok,lenok,seine,NA,NA,,AM,NA,NA,NA,2,,,,,,2,,,N,,NA,,,,,,,,112,109,NA,13.3,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1013,7/2/12,2012,Uur,,50.33603333,101.8674167,,,lenok,lenok,seine,NA,NA,,AM,NA,NA,NA,2,,,,,,2,,,N,,NA,,,,,,,,102,96,NA,8.9,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1014,7/2/12,2012,Uur,,50.33603333,101.8674167,,,lenok,lenok,seine,NA,NA,,AM,NA,NA,NA,2,,,,,,2,,,N,,NA,,,,,,,,106,99,NA,9.5,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1015,7/2/12,2012,Uur,,50.33603333,101.8674167,,,lenok,lenok,seine,NA,NA,,AM,NA,NA,NA,2,,,,,,2,,,N,,NA,,,,,,,,99,92,NA,8.3,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1016,7/2/12,2012,Uur,,50.33603333,101.8674167,,,lenok,lenok,seine,NA,NA,,AM,NA,NA,NA,2,,,,,,2,,,N,,NA,,,,,,,,101,94,NA,8.2,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1017,7/2/12,2012,Uur,,50.33603333,101.8674167,,,lenok,lenok,seine,NA,NA,,AM,NA,NA,NA,2,,,,,,2,,,N,,NA,,,,,,,,103,97,NA,9,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1018,7/2/12,2012,Uur,,50.33603333,101.8674167,,,lenok,lenok,seine,NA,NA,,AM,NA,NA,NA,2,,,,,,2,,,N,,NA,,,,,,,,100,93,NA,8.6,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1020,7/2/12,2012,Uur,,50.33603333,101.8674167,,,lenok,lenok,seine,NA,NA,,AM,NA,NA,NA,2,,,,,,2,,,N,,NA,,,,,,,,100,82,NA,7.7,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1022,7/2/12,2012,Uur,,50.33603333,101.8674167,,,lenok,lenok,seine,NA,NA,,AM,NA,NA,NA,2,,,,,,2,,,N,,NA,,,,,,,,108,102,NA,10.1,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1024,7/2/12,2012,Uur,,50.33603333,101.8674167,,,lenok,lenok,seine,NA,NA,,AM,NA,NA,NA,2,,,,,,2,,,N,,NA,,,,,,,,94,87,NA,7.1,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1027,7/2/12,2012,Uur,,50.33633333,101.86865,,,lenok,lenok,angling,NA,NA,,PM,NA,NA,NA,2,,,,,,2,,,Y,,NA,,,,,,,,233,215,NA,106,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1028,7/2/12,2012,Uur,,50.33633333,101.86865,,,lenok,lenok,seine,NA,NA,,PM,NA,NA,NA,2,,,,,,2,,,Y,,NA,,,,,,,,218,208,NA,90,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1029,7/2/12,2012,Uur,,50.33633333,101.86865,,,lenok,lenok,seine,NA,NA,,PM,NA,NA,NA,2,,,,,,2,,,Y,,NA,,,,,,,,141,130,NA,26.2,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1030,7/2/12,2012,Uur,,50.33633333,101.86865,,,lenok,lenok,seine,NA,NA,,PM,NA,NA,NA,2,,,,,,2,,,Y,,NA,,,,,,,,101,95,NA,8.8,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1031,7/2/12,2012,Uur,,50.33633333,101.86865,,,lenok,lenok,seine,NA,NA,,PM,NA,NA,NA,2,,,,,,2,,,Y,,NA,,,,,,,,124,115,NA,16.1,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1034,7/2/12,2012,Uur,,50.33633333,101.86865,,,lenok,lenok,seine,NA,NA,,PM,NA,NA,NA,2,,,,,,2,,,Y,,NA,,,,,,,,145,136,NA,25.2,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1035,7/2/12,2012,Uur,,50.33633333,101.86865,,,lenok,lenok,seine,NA,NA,,PM,NA,NA,NA,2,,,,,,2,,,Y,,NA,,,,,,,,142,132,NA,24.8,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1036,7/2/12,2012,Uur,,50.33633333,101.86865,,,lenok,lenok,seine,NA,NA,,PM,NA,NA,NA,2,,,,,,2,,,Y,,NA,,,,,,,,113,105,NA,11.7,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
L1037,7/2/12,2012,Uur,,50.33633333,101.86865,,,lenok,lenok,seine,NA,NA,,PM,NA,NA,NA,2,,,,,,2,,,Y,,NA,,,,,,,,146,137,NA,28,NA,NA,Juv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
